"file_name","source_path","extension","bytes","sha256","group","extractability","next_action","reason","priority","can_copy_now","can_parse_now","needs_hardware_test","safety_status"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\omar44.SET\omar44.SET\MULTISMP\RAM.KMP",".kmp","1142486","1C143644616E48F29E127A19995C920BA408C53863E098CD9E8AF0A96E70396E","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\2020 pa1000 pa4x.SET\2020 pa1000 pa4x.SET\MULTISMP\RAM.KMP",".kmp","295817","0F4671D9BBEB0358C41408A25C87D5D9A526974530AF0048BA1CCF0EAD380139","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\‏‏RoTaNa(1) pa3x.SET - نسخة\tareq pa3x.SET\MULTISMP\RAM.KMP",".kmp","279934","B1DA0FC073EA8829797AA3BD44FAF543F07925065D526A151EF8C3AF9BBC966F","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\3xxxxx.SET\3xxxxx.SET\MULTISMP\RAM.KMP",".kmp","297295","99E707EEFF4D938D28C7D8E38F47A2A9C3FDE6EE19B52042636FF119B0502986","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\MULTISMP\RAM.KMP",".kmp","2038339","E06F6E2D98BEA8F6448EED5CBFCA6D22787FC468F250676962BDBB5AE253AEAB","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\rahm pa3x.SET\rahm pa3x.SET\MULTISMP\RAM.KMP",".kmp","245807","B19D182ED42037B04E500F2CE0F1432671AE96C440C39AB76638159C6F132FC2","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\RoTaNa(1) pa3x.SET\tareq pa3x.SET\MULTISMP\RAM.KMP",".kmp","279934","B1DA0FC073EA8829797AA3BD44FAF543F07925065D526A151EF8C3AF9BBC966F","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\MULTISMP\RAM.KMP",".kmp","1992054","CCA1B45FE41154515029F993A48BA1ED897B4A0B1512983F83ACCC01BAB07547","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP",".kmp","1789646","2AFD39D42D18F95631CFB3D9197DB74763DE61D3B245CE152389610A9D673268","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP",".kmp","474897","1DC6F5A374EB4724700C812DE0976A8C5EE43FA94147AC91B976CC99C4AC3588","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP",".kmp","392016","105E7CFF380353FCC8403DC560CEE845CE95BDB2C84FFB9B03C2209ED5B406C4","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\RoTaNa(1) pa3x.SET\tareq pa3x.SET\PCM\RAM01.PCM",".pcm","2580490","9F857FA24DB9357011ADF76F22667C26C2EE4654C5AF42F2BC25B91B6DE0C40E","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM01.PCM",".pcm","2665387","59ADB6FA6CF3FFC4028778978E31CC70FCF46A223C4F9ED80D2F5750F29202B4","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\omar44.SET\omar44.SET\PCM\RAM01.PCM",".pcm","4264978","6557CBC2C26600F4909514FD4B92DAB429A45B15710E171D95F535C4BC1B5A6B","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\rahm pa3x.SET\rahm pa3x.SET\PCM\RAM01.PCM",".pcm","2115472","1D9A176EE09BC83AC29FBED28AF3622A51AB0835D5E2207AAF9DB3D20C419679","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM01.PCM",".pcm","1149661","1059662438B744ED7C3A4C2850E126DA2D5071E0DCC713D8F30306226C1FB3A2","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\3xxxxx.SET\3xxxxx.SET\PCM\RAM01.PCM",".pcm","2576866","BBE7344B9445F77F4FD9A021E7B56A1217A2F2C45CD873069412D9F355DB41A8","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\‏‏RoTaNa(1) pa3x.SET - نسخة\tareq pa3x.SET\PCM\RAM01.PCM",".pcm","2580490","9F857FA24DB9357011ADF76F22667C26C2EE4654C5AF42F2BC25B91B6DE0C40E","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM01.PCM",".pcm","4109580","10026BC84C0BED3CAA93CBEA7A2BBE1CBF5F5D2680BF2A51D806C472DE6E4B06","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\PCM\RAM01.PCM",".pcm","4148851","4A0E015C5C70B1DF7388D29C6178EF9083E2FEBF93C10AE707DB2DC2D92A2362","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\2020 pa1000 pa4x.SET\2020 pa1000 pa4x.SET\PCM\RAM01.PCM",".pcm","2887163","B6B7A7DF1844C804974DEDCD2D5B3AA909C1CCE182CE9A7620307D838DC50334","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM01.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\PCM\RAM01.PCM",".pcm","5587309","86E353264B8D5E68BF85671AD43C26226867582ECF3E71FD379159D5B4AF73E4","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM02.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\PCM\RAM02.PCM",".pcm","6929000","1C4B7411FB3BFAECDA5C2841C0AC8042D720E7A2895362AF694784481090D0AD","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM02.PCM","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\PCM\RAM02.PCM",".pcm","7151407","4AA523A079684121D45528BBD946709F2E0F55C8E577C2398CF542A025866D2B","PCM_CONTAINER","PARSER_CANDIDATE","V1719_PCM_CONTAINER_RESEARCH","Likely sample container; parser/hardware validation needed.","90","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
