"file_name","source_path","extension","bytes","sha256","group","extractability","next_action","reason","priority","can_copy_now","can_parse_now","needs_hardware_test","safety_status"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\rahm pa3x.SET\rahm pa3x.SET\SOUND\USER01.PCG",".pcg","17841","2F9D19650851DD7632728671076389C30A825B3EBB3707F08A9A1403EA5EFD98","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\3xxxxx.SET\3xxxxx.SET\SOUND\USER01.PCG",".pcg","26795","15B65E361DC7A7A78C9073984C32D415A3BF2C46B60C1BAECC019100D0AB10A0","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\omar44.SET\omar44.SET\SOUND\USER01.PCG",".pcg","47156","3F03EF7696EE484331C14ED936C93F2C3CBF47D36031DB2FFE6BE940D81A506F","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\2020 pa1000 pa4x.SET\2020 pa1000 pa4x.SET\SOUND\USER01.PCG",".pcg","39434","2BD863F53D1E723B474EF22F7F3CDCC5F7CB7CF6441AE159D9C8B2BDEBD82DE1","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\‏‏RoTaNa(1) pa3x.SET - نسخة\tareq pa3x.SET\SOUND\USER01.PCG",".pcg","26544","D564275805B3ECF21C31D3835E1B3C76CC4192C160FF22DDE9EB4BF118984B4D","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\SOUND\USER01.PCG",".pcg","28425","DD099D408D5A776732C8E4A25F364CA7BA539A4A62E011104E4854C6C10A57ED","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\SOUND\USER01.PCG",".pcg","50172","A8890759207E8022E7396D2162082C68895CAAEB49451DB9494C1E85BF9AEE14","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\RoTaNa(1) pa3x.SET\tareq pa3x.SET\SOUND\USER01.PCG",".pcg","26544","D564275805B3ECF21C31D3835E1B3C76CC4192C160FF22DDE9EB4BF118984B4D","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\SOUND\USER01.PCG",".pcg","36143","0EA1A05B483A62D3E51151945493D609FD54C4EC7A689C308C550E538D0ED285","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\SOUND\USER01.PCG",".pcg","34610","6E5E4C464CAFBB82A389901F4CEED7968A492955836D15F6D25EFB80F81440AB","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"USER01.PCG","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\SOUND\USER01.PCG",".pcg","25250","4272D6AEFC54A11F32461885270CA3D43B122E3978623BFD327E9715843C742D","PCG_PROGRAM_BANK","PROGRAM_METADATA_CANDIDATE","V1719_PROGRAM_METADATA_READER","Program bank metadata candidate.","80","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
