"file_name","source_path","extension","bytes","sha256","group","extractability","next_action","reason","priority","can_copy_now","can_parse_now","needs_hardware_test","safety_status"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\rahm pa3x.SET\rahm pa3x.SET\STYLE\FAVORITE01.STY",".sty","567567","8ACC6B38756381D98B8B9E9FC5BCB353FE69A40E6D8AD80FECCF4B5A370CD1B4","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\RoTaNa(1) pa3x.SET\tareq pa3x.SET\STYLE\FAVORITE01.STY",".sty","632469","02E45DD1AD0349BC7C72C5EFCE6415E5B20CEFBC9D4D2928A6B0A65DF8B3BB2B","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\omar44.SET\omar44.SET\STYLE\FAVORITE01.STY",".sty","461200","4F7FAAF1FC808425CB5023BFD7EBFCAE608AF34030CB2AFAFF64D0B302017F69","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\STYLE\FAVORITE01.STY",".sty","927821","E118CBCFE7878B4238150E110C4F0C481E8A89833305411991A801FE74432439","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\STYLE\FAVORITE01.STY",".sty","213182","31F827C1570802C766587A6C6C9ED5EAC8BEA12767F683FF9BA2654AADB07B23","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\‏‏RoTaNa(1) pa3x.SET - نسخة\tareq pa3x.SET\STYLE\FAVORITE01.STY",".sty","632469","02E45DD1AD0349BC7C72C5EFCE6415E5B20CEFBC9D4D2928A6B0A65DF8B3BB2B","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\STYLE\FAVORITE01.STY",".sty","579109","558C5A5C086BD12A582AB2FE9F6625E0A287A55BE99253622D96BD79D0C20A2F","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\STYLE\FAVORITE01.STY",".sty","391336","D95FF0F18552D1847A7259257B5DE66777532CECDF91170CD20DCC18BAAD10DE","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE01.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\3xxxxx.SET\3xxxxx.SET\STYLE\FAVORITE01.STY",".sty","444180","7D2A4ADAA45C43FE29FDD53AB3CDB2AC8D513DB3DE17B11FE0E9FA732B27FF18","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"FAVORITE02.STY","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\STYLE\FAVORITE02.STY",".sty","634757","D19E01A165C3165A8FF45B50C3B32A9474E72EB95F73548E23C9F462D26544E9","STYLE","STYLE_METADATA_CANDIDATE","V1719_STYLE_METADATA_READER","Style metadata candidate.","70","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
