"file_name","source_path","extension","bytes","sha256","group","extractability","next_action","reason","priority","can_copy_now","can_parse_now","needs_hardware_test","safety_status"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\omar44.SET\omar44.SET\MULTISMP\RAM.KMP",".kmp","1142486","1C143644616E48F29E127A19995C920BA408C53863E098CD9E8AF0A96E70396E","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\2020 pa1000 pa4x.SET\2020 pa1000 pa4x.SET\MULTISMP\RAM.KMP",".kmp","295817","0F4671D9BBEB0358C41408A25C87D5D9A526974530AF0048BA1CCF0EAD380139","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\‏‏RoTaNa(1) pa3x.SET - نسخة\tareq pa3x.SET\MULTISMP\RAM.KMP",".kmp","279934","B1DA0FC073EA8829797AA3BD44FAF543F07925065D526A151EF8C3AF9BBC966F","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\3xxxxx.SET\3xxxxx.SET\MULTISMP\RAM.KMP",".kmp","297295","99E707EEFF4D938D28C7D8E38F47A2A9C3FDE6EE19B52042636FF119B0502986","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ABOUD NEXT-MG.SET\ABOUD NEXT-MG.SET\MULTISMP\RAM.KMP",".kmp","2038339","E06F6E2D98BEA8F6448EED5CBFCA6D22787FC468F250676962BDBB5AE253AEAB","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\rahm pa3x.SET\rahm pa3x.SET\MULTISMP\RAM.KMP",".kmp","245807","B19D182ED42037B04E500F2CE0F1432671AE96C440C39AB76638159C6F132FC2","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\RoTaNa(1) pa3x.SET\tareq pa3x.SET\MULTISMP\RAM.KMP",".kmp","279934","B1DA0FC073EA8829797AA3BD44FAF543F07925065D526A151EF8C3AF9BBC966F","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\MULTISMP\RAM.KMP",".kmp","1992054","CCA1B45FE41154515029F993A48BA1ED897B4A0B1512983F83ACCC01BAB07547","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP",".kmp","1789646","2AFD39D42D18F95631CFB3D9197DB74763DE61D3B245CE152389610A9D673268","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP",".kmp","474897","1DC6F5A374EB4724700C812DE0976A8C5EE43FA94147AC91B976CC99C4AC3588","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
"RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP",".kmp","392016","105E7CFF380353FCC8403DC560CEE845CE95BDB2C84FFB9B03C2209ED5B406C4","KMP_MULTISAMPLE","SAMPLE_STRUCTURE_CANDIDATE","V1719_KMP_KSF_SAMPLE_MAP_RESEARCH","Multisample mapping candidate.","95","False","False","True","NO_BINARY_OUTPUT_METADATA_ONLY"
